institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,33,,Song,"Song, Mingyang",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::6f01d295b9179db6116d5e09191dcfcc,10.5281/zenodo.7194756,6,,Soubeyran,"Soubeyran, Pierre",,"doi:10.5281/zenodo.7194755, doi:10.5281/zenodo.7194756",openaire,10.5281/zenodo.7194756,10.5281/zenodo.7194756,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::6f01d295b9179db6116d5e09191dcfcc,10.5281/zenodo.7194756,5,,Stegmann,"Stegmann, Mariken E.",,"doi:10.5281/zenodo.7194755, doi:10.5281/zenodo.7194756",openaire,10.5281/zenodo.7194756,10.5281/zenodo.7194756,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::89639873cdf972abf74193209ce08027,10.5281/zenodo.7431996,13,,Stokke,"Stokke, Mathis K",,"doi:10.5281/zenodo.7431995, doi:10.5281/zenodo.7431996",openaire,10.5281/zenodo.7431996,10.5281/zenodo.7431996,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::cc6a188c23e198fc03bb9cd5663a3707,10.5281/zenodo.7906516,13,,Stokke,"Stokke, Mathis K",,"doi:10.5281/zenodo.7760177, doi:10.5281/zenodo.7760178, doi:10.5281/zenodo.7763612, doi:10.5281/zenodo.7906516",openaire,10.5281/zenodo.7906516,10.5281/zenodo.7906516,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::fc2dd890c3b52385e73b3ab66c95264c,10.5281/zenodo.5822690,6,,Svoboda,"Svoboda, Petr",,"doi:10.5281/zenodo.5822689, doi:10.5281/zenodo.5822690",openaire,10.5281/zenodo.5822690,10.5281/zenodo.5822690,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,16,,Tarallo,"Tarallo, Sonia",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,5,,Thomas,"Thomas, Andrew Maltez",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,2,,Thompson,"Thompson, Kelsey N.",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::fc2dd890c3b52385e73b3ab66c95264c,10.5281/zenodo.5822690,5,,Trnovska,"Trnovska, Jaroslava",,"doi:10.5281/zenodo.5822689, doi:10.5281/zenodo.5822690",openaire,10.5281/zenodo.5822690,10.5281/zenodo.5822690,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,22,,Trompetto,"Trompetto, Mario",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,20,,Tuna,"Tuna, Bilge G.",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,25,,Vodicka,"Vodicka, Pavel",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,21,,Vymetalkova,"Vymetalkova, Veronika",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::6f01d295b9179db6116d5e09191dcfcc,10.5281/zenodo.7194756,3,,Wiersma,"Wiersma, Anke",,"doi:10.5281/zenodo.7194755, doi:10.5281/zenodo.7194756",openaire,10.5281/zenodo.7194756,10.5281/zenodo.7194756,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_________::68115b5d49db6b5ce08ada78da2c31f8,10.57770/9laax7,2,,Wu,"Wu, Bo-Sheng",,doi:10.57770/9laax7,openaire,10.57770/9laax7,10.57770/9laax7,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,18,,Yan,"Yan, Yan",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_________::68115b5d49db6b5ce08ada78da2c31f8,10.57770/9laax7,3,,Yang,"Yang, Chih-Yu",,doi:10.57770/9laax7,openaire,10.57770/9laax7,10.57770/9laax7,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::89639873cdf972abf74193209ce08027,10.5281/zenodo.7431996,5,,Zhang,"Zhang, Lili",,"doi:10.5281/zenodo.7431995, doi:10.5281/zenodo.7431996",openaire,10.5281/zenodo.7431996,10.5281/zenodo.7431996,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::cc6a188c23e198fc03bb9cd5663a3707,10.5281/zenodo.7906516,5,,Zhang,"Zhang, Lili",,"doi:10.5281/zenodo.7760177, doi:10.5281/zenodo.7760178, doi:10.5281/zenodo.7763612, doi:10.5281/zenodo.7906516",openaire,10.5281/zenodo.7906516,10.5281/zenodo.7906516,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,36,,Zitvogel,"Zitvogel, Laurence",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IKEM,Institute of Clinical and Experimental Medicine,https://ror.org/036zr1b90,doi_dedup___::ba07239a666ded3bbe444a03df248a6c,10.5281/zenodo.15069069,27,,Čarnogurská,"Čarnogurská, Martina",,"doi:10.5281/zenodo.15069068, doi:10.5281/zenodo.15069069",openaire,10.5281/zenodo.15069069,10.5281/zenodo.15069069,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_dedup___::e4a7389198069e33bbe9f3f6d3434c97,10.5281/zenodo.8083652,2,,Aghayan,"Aghayan, Sargis Aghasi",,"doi:10.5281/zenodo.8042449, doi:10.5281/zenodo.8083652",openaire,10.5281/zenodo.8083652,10.5281/zenodo.8083652,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_dedup___::3e0f7488da54938664d358e385e3a409,10.5281/zenodo.8189564,1,,Ahmad,"Ahmad, Jawid Nazir",,"doi:10.5281/zenodo.8189563, doi:10.5281/zenodo.8189564",openaire,10.5281/zenodo.8189564,10.5281/zenodo.8189564,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_dedup___::24e76bec067e999d4ee83d5bb3a28eed,10.5281/zenodo.8042450,2,,Alvarez,"Alvarez, Nadir",,doi:10.5281/zenodo.8042450,openaire,10.5281/zenodo.8042450,10.5281/zenodo.8042450,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_dedup___::e4a7389198069e33bbe9f3f6d3434c97,10.5281/zenodo.8083652,3,,Alvarez,"Alvarez, Nadir",,"doi:10.5281/zenodo.8042449, doi:10.5281/zenodo.8083652",openaire,10.5281/zenodo.8083652,10.5281/zenodo.8083652,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6df1771336289ee953019d055fd31ed8,10.25582/data.2021-04.2205351/1957049,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2205351/1957049,openaire,10.25582/data.2021-04.2205351/1957049,10.25582/data.2021-04.2205351/1957049,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f5f49dee819e0aec23aab05db4a5b460,10.25582/data.2021-04.2205353/1956250,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2205353/1956250,openaire,10.25582/data.2021-04.2205353/1956250,10.25582/data.2021-04.2205353/1956250,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f9afc1668a94f74c29d3cbc835182f96,10.25582/data.2021-04.2206100/1957096,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206100/1957096,openaire,10.25582/data.2021-04.2206100/1957096,10.25582/data.2021-04.2206100/1957096,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e62b86e2828e2f5e22eb7f85f0ac7607,10.25582/data.2021-04.2206101/1956425,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206101/1956425,openaire,10.25582/data.2021-04.2206101/1956425,10.25582/data.2021-04.2206101/1956425,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3788ce8b6c6a8bbeb6ecd3d5b66759cb,10.25582/data.2021-04.2206102/1956725,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206102/1956725,openaire,10.25582/data.2021-04.2206102/1956725,10.25582/data.2021-04.2206102/1956725,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a063a3a6f406ae9121824bb9ce35bc97,10.25582/data.2021-04.2206132/1956865,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206132/1956865,openaire,10.25582/data.2021-04.2206132/1956865,10.25582/data.2021-04.2206132/1956865,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::68b4ab7f23f96f98d203c8903b76736b,10.25582/data.2021-04.2206134/1957056,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206134/1957056,openaire,10.25582/data.2021-04.2206134/1957056,10.25582/data.2021-04.2206134/1957056,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b685462d1ea8799d02f797253e52272c,10.25582/data.2021-04.2206135/1956802,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206135/1956802,openaire,10.25582/data.2021-04.2206135/1956802,10.25582/data.2021-04.2206135/1956802,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::73013f4ea36b59cbdd16f9ec5e9ad601,10.25582/data.2021-04.2206167/1956789,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206167/1956789,openaire,10.25582/data.2021-04.2206167/1956789,10.25582/data.2021-04.2206167/1956789,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f8150975b624801d02800a4ca3ce9784,10.25582/data.2021-04.2206168/1956317,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206168/1956317,openaire,10.25582/data.2021-04.2206168/1956317,10.25582/data.2021-04.2206168/1956317,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::cd567f2792f402683aac4c3651a5558f,10.25582/data.2021-04.2206196/1956762,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206196/1956762,openaire,10.25582/data.2021-04.2206196/1956762,10.25582/data.2021-04.2206196/1956762,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5c6b1b4042fee77804e9bf7c21f4f619,10.25582/data.2021-04.2206218/1956578,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206218/1956578,openaire,10.25582/data.2021-04.2206218/1956578,10.25582/data.2021-04.2206218/1956578,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ca8b228d70455466d920a3b4ed190d6c,10.25582/data.2021-04.2206223/1956216,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206223/1956216,openaire,10.25582/data.2021-04.2206223/1956216,10.25582/data.2021-04.2206223/1956216,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::82c883d5a1a836e870a462d302aa8b67,10.25582/data.2021-04.2206225/1956781,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206225/1956781,openaire,10.25582/data.2021-04.2206225/1956781,10.25582/data.2021-04.2206225/1956781,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c12ffae454358ebd84d3bca5206ac9f2,10.25582/data.2021-04.2206226/1956832,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206226/1956832,openaire,10.25582/data.2021-04.2206226/1956832,10.25582/data.2021-04.2206226/1956832,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::667fe7a22030779662a6f8c8e3466378,10.25582/data.2021-04.2206228/1956301,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206228/1956301,openaire,10.25582/data.2021-04.2206228/1956301,10.25582/data.2021-04.2206228/1956301,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a5481778bbc547142ea548db54d32c1f,10.25582/data.2021-04.2206242/1956486,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206242/1956486,openaire,10.25582/data.2021-04.2206242/1956486,10.25582/data.2021-04.2206242/1956486,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e808201e141cac0438589024c3551b6e,10.25582/data.2021-04.2206243/1956858,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206243/1956858,openaire,10.25582/data.2021-04.2206243/1956858,10.25582/data.2021-04.2206243/1956858,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::aee879f60a7477f20941d4f04b9aff54,10.25582/data.2021-04.2206244/1956238,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206244/1956238,openaire,10.25582/data.2021-04.2206244/1956238,10.25582/data.2021-04.2206244/1956238,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a5de452c78ee0d2a8a46e68e1be753c2,10.25582/data.2021-04.2206248/1956156,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206248/1956156,openaire,10.25582/data.2021-04.2206248/1956156,10.25582/data.2021-04.2206248/1956156,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bb3bd4b1b330bb3f569c02ff1faaaea2,10.25582/data.2021-04.2206249/1956366,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206249/1956366,openaire,10.25582/data.2021-04.2206249/1956366,10.25582/data.2021-04.2206249/1956366,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::60ccbf023344fb8d698c09b3ba9bb459,10.25582/data.2021-04.2206271/1956765,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206271/1956765,openaire,10.25582/data.2021-04.2206271/1956765,10.25582/data.2021-04.2206271/1956765,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ad888d4f20abd62fb17c3b44b87a08ee,10.25582/data.2021-04.2206301/1956514,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206301/1956514,openaire,10.25582/data.2021-04.2206301/1956514,10.25582/data.2021-04.2206301/1956514,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d3accce4c244abdcc493ba9cd29563c7,10.25582/data.2021-04.2206302/1956990,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206302/1956990,openaire,10.25582/data.2021-04.2206302/1956990,10.25582/data.2021-04.2206302/1956990,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::89309af2256b4adf10bd42492bea12f5,10.25582/data.2021-04.2206304/1957076,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206304/1957076,openaire,10.25582/data.2021-04.2206304/1957076,10.25582/data.2021-04.2206304/1957076,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::aa0f8d37aa59fb93151a4ca7da937cd8,10.25582/data.2021-04.2206305/1956078,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206305/1956078,openaire,10.25582/data.2021-04.2206305/1956078,10.25582/data.2021-04.2206305/1956078,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f4472e62cd1d0a02f5e9eccfed409be9,10.25582/data.2021-04.2206306/1956032,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206306/1956032,openaire,10.25582/data.2021-04.2206306/1956032,10.25582/data.2021-04.2206306/1956032,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::92cafcc7915bf0f3d091f3f3bd753330,10.25582/data.2021-04.2206310/1956045,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206310/1956045,openaire,10.25582/data.2021-04.2206310/1956045,10.25582/data.2021-04.2206310/1956045,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7d856dc05a7ab138543fa32ac13d17dd,10.25582/data.2021-04.2206311/1956411,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206311/1956411,openaire,10.25582/data.2021-04.2206311/1956411,10.25582/data.2021-04.2206311/1956411,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3d236ee3214323ff84913b5bb5e0a193,10.25582/data.2021-04.2206312/1956057,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206312/1956057,openaire,10.25582/data.2021-04.2206312/1956057,10.25582/data.2021-04.2206312/1956057,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::94876a5b3abc1287a2205002c4be8a88,10.25582/data.2021-04.2206325/1956374,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206325/1956374,openaire,10.25582/data.2021-04.2206325/1956374,10.25582/data.2021-04.2206325/1956374,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::51b00b11f281e0ace6e89a050517d954,10.25582/data.2021-04.2206326/1956908,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206326/1956908,openaire,10.25582/data.2021-04.2206326/1956908,10.25582/data.2021-04.2206326/1956908,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::751ccf530485109e4757c3136a0292a9,10.25582/data.2021-04.2206327/1956279,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206327/1956279,openaire,10.25582/data.2021-04.2206327/1956279,10.25582/data.2021-04.2206327/1956279,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::55d90a29ee58410634d69e47c26db44a,10.25582/data.2021-04.2206335/1956464,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206335/1956464,openaire,10.25582/data.2021-04.2206335/1956464,10.25582/data.2021-04.2206335/1956464,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::4cc70f1b3003bf5fe725f4fa7907387d,10.25582/data.2021-04.2206344/1956069,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206344/1956069,openaire,10.25582/data.2021-04.2206344/1956069,10.25582/data.2021-04.2206344/1956069,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::64e8e22eab6a143918b4370edb9ddcb6,10.25582/data.2021-04.2206352/1956766,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206352/1956766,openaire,10.25582/data.2021-04.2206352/1956766,10.25582/data.2021-04.2206352/1956766,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::63f8fe590697768af159e9fa5b855df7,10.25582/data.2021-04.2206353/1956846,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206353/1956846,openaire,10.25582/data.2021-04.2206353/1956846,10.25582/data.2021-04.2206353/1956846,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::88a0c46058a94fc2697691de72def16a,10.25582/data.2021-04.2206354/1956396,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206354/1956396,openaire,10.25582/data.2021-04.2206354/1956396,10.25582/data.2021-04.2206354/1956396,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::584ec271a66058e7269976686b7e6530,10.25582/data.2021-04.2206363/1956228,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206363/1956228,openaire,10.25582/data.2021-04.2206363/1956228,10.25582/data.2021-04.2206363/1956228,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c4a8cc08afd3f8391eaa10495edb6d0e,10.25582/data.2021-04.2206364/1957071,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206364/1957071,openaire,10.25582/data.2021-04.2206364/1957071,10.25582/data.2021-04.2206364/1957071,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::eb012c8e54ec190bbb64e767ccb9f289,10.25582/data.2021-04.2206365/1956300,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206365/1956300,openaire,10.25582/data.2021-04.2206365/1956300,10.25582/data.2021-04.2206365/1956300,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::def938f12d1674ea9942be7211d8de5e,10.25582/data.2021-04.2206367/1956070,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206367/1956070,openaire,10.25582/data.2021-04.2206367/1956070,10.25582/data.2021-04.2206367/1956070,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7648cad8c01f70b8157ae98eeab34432,10.25582/data.2021-04.2206368/1956761,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206368/1956761,openaire,10.25582/data.2021-04.2206368/1956761,10.25582/data.2021-04.2206368/1956761,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::37ede76b8983fbe43641db192904aa88,10.25582/data.2021-04.2206369/1956573,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206369/1956573,openaire,10.25582/data.2021-04.2206369/1956573,10.25582/data.2021-04.2206369/1956573,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::465bbeee70cb425d6d9c13ed6407978b,10.25582/data.2021-04.2206371/1956498,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206371/1956498,openaire,10.25582/data.2021-04.2206371/1956498,10.25582/data.2021-04.2206371/1956498,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5dfbc44937350f6cc0dbabb88fd07cc9,10.25582/data.2021-04.2206373/1956244,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206373/1956244,openaire,10.25582/data.2021-04.2206373/1956244,10.25582/data.2021-04.2206373/1956244,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bdd35d6769574fa7607f905a4fc1847f,10.25582/data.2021-04.2206375/1956838,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206375/1956838,openaire,10.25582/data.2021-04.2206375/1956838,10.25582/data.2021-04.2206375/1956838,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::378a92fdc1576202e1bd6759214ff6c1,10.25582/data.2021-04.2206382/1956716,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206382/1956716,openaire,10.25582/data.2021-04.2206382/1956716,10.25582/data.2021-04.2206382/1956716,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a8c30d1b9b4c56bb50c54aea2d4ead1e,10.25582/data.2021-04.2206386/1956570,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206386/1956570,openaire,10.25582/data.2021-04.2206386/1956570,10.25582/data.2021-04.2206386/1956570,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::62ee302e538e8e3d3967ec994bba4937,10.25582/data.2021-04.2206387/1956114,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206387/1956114,openaire,10.25582/data.2021-04.2206387/1956114,10.25582/data.2021-04.2206387/1956114,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a5d01cfb8253b5068cfb53d2ed2195fb,10.25582/data.2021-04.2206402/1957089,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206402/1957089,openaire,10.25582/data.2021-04.2206402/1957089,10.25582/data.2021-04.2206402/1957089,no_cz_ror_match_in_datacite
