institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::84ffce8063ef1bb88370b9b4910c9392,10.25582/data.2021-04.2208213/1956531,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208213/1956531,openaire,10.25582/data.2021-04.2208213/1956531,10.25582/data.2021-04.2208213/1956531,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::daaebba77d7c7f8cd1c154e538304658,10.25582/data.2021-04.2208224/1956269,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208224/1956269,openaire,10.25582/data.2021-04.2208224/1956269,10.25582/data.2021-04.2208224/1956269,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e812f66242d00e137bde8418ad970f2a,10.25582/data.2021-04.2208225/1956387,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208225/1956387,openaire,10.25582/data.2021-04.2208225/1956387,10.25582/data.2021-04.2208225/1956387,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7fa25425b316e7e02ef88e3d8b36f002,10.25582/data.2021-04.2208244/1956423,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208244/1956423,openaire,10.25582/data.2021-04.2208244/1956423,10.25582/data.2021-04.2208244/1956423,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8ef59f7f7558279cf845df1aac57bb1e,10.25582/data.2021-04.2208269/1956044,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208269/1956044,openaire,10.25582/data.2021-04.2208269/1956044,10.25582/data.2021-04.2208269/1956044,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::dcc077c349c9c2040403dcbd39e430b9,10.25582/data.2021-04.2208270/1956562,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208270/1956562,openaire,10.25582/data.2021-04.2208270/1956562,10.25582/data.2021-04.2208270/1956562,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a8a2cde076536db7739b6debe8465502,10.25582/data.2021-04.2208271/1955881,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208271/1955881,openaire,10.25582/data.2021-04.2208271/1955881,10.25582/data.2021-04.2208271/1955881,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::4b34e7434b90c1dff45bda483d7d993d,10.25582/data.2021-04.2208283/1956210,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208283/1956210,openaire,10.25582/data.2021-04.2208283/1956210,10.25582/data.2021-04.2208283/1956210,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::472d7e3e094381c9b1f35ed8d05d22fa,10.25582/data.2021-04.2208309/1956743,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208309/1956743,openaire,10.25582/data.2021-04.2208309/1956743,10.25582/data.2021-04.2208309/1956743,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c18227806a229904f2205103dc7d5ace,10.25582/data.2021-04.2208353/1956391,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208353/1956391,openaire,10.25582/data.2021-04.2208353/1956391,10.25582/data.2021-04.2208353/1956391,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::57a506c6e489b94cc62cc21db3ecf314,10.25582/data.2021-04.2208374/1956554,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208374/1956554,openaire,10.25582/data.2021-04.2208374/1956554,10.25582/data.2021-04.2208374/1956554,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e4e7f8033a9e7164fed1ed1edb718b62,10.25582/data.2021-04.2208375/1956465,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208375/1956465,openaire,10.25582/data.2021-04.2208375/1956465,10.25582/data.2021-04.2208375/1956465,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e25320916348653ff99d568c0cc925e3,10.25582/data.2021-04.2208385/1956583,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208385/1956583,openaire,10.25582/data.2021-04.2208385/1956583,10.25582/data.2021-04.2208385/1956583,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::79f21643a0bf91ea0fc4379bb36cc97c,10.25582/data.2021-04.2208386/1957137,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208386/1957137,openaire,10.25582/data.2021-04.2208386/1957137,10.25582/data.2021-04.2208386/1957137,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3372ae07f2841a95c01d46f23f907761,10.25582/data.2021-04.2208389/1956700,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208389/1956700,openaire,10.25582/data.2021-04.2208389/1956700,10.25582/data.2021-04.2208389/1956700,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::de92d2ea25eda18651ba2dbb08876459,10.25582/data.2021-04.2208424/1956934,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208424/1956934,openaire,10.25582/data.2021-04.2208424/1956934,10.25582/data.2021-04.2208424/1956934,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ed5c3e31a8cdb2829af9678e94063c8b,10.25582/data.2021-04.2208426/1957148,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208426/1957148,openaire,10.25582/data.2021-04.2208426/1957148,10.25582/data.2021-04.2208426/1957148,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d2749e4e1eccd5c6a1d4c3458452a92d,10.25582/data.2021-04.2208427/1956695,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208427/1956695,openaire,10.25582/data.2021-04.2208427/1956695,10.25582/data.2021-04.2208427/1956695,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::44dc2cb126495c4ede90c132eade0614,10.25582/data.2021-04.2208437/1956512,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208437/1956512,openaire,10.25582/data.2021-04.2208437/1956512,10.25582/data.2021-04.2208437/1956512,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b14b55953266af92ec883d83a6ef2617,10.25582/data.2021-04.2208445/1956430,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208445/1956430,openaire,10.25582/data.2021-04.2208445/1956430,10.25582/data.2021-04.2208445/1956430,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ea477b4bd731d305679e97a0a55f3a51,10.25582/data.2021-04.2208446/1956451,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208446/1956451,openaire,10.25582/data.2021-04.2208446/1956451,10.25582/data.2021-04.2208446/1956451,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::df7833c2393f08790aead2fc5673d68d,10.25582/data.2021-04.2208469/1956935,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208469/1956935,openaire,10.25582/data.2021-04.2208469/1956935,10.25582/data.2021-04.2208469/1956935,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c99855578337c7fccbf13d88ff02bb8e,10.25582/data.2021-04.2208491/1956203,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208491/1956203,openaire,10.25582/data.2021-04.2208491/1956203,10.25582/data.2021-04.2208491/1956203,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::74d637eb34155c6b10bac209e242f3c2,10.25582/data.2021-04.2208492/1956539,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208492/1956539,openaire,10.25582/data.2021-04.2208492/1956539,10.25582/data.2021-04.2208492/1956539,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d2e6aca41acbe2d61456a210e577342b,10.25582/data.2021-04.2208494/1956231,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208494/1956231,openaire,10.25582/data.2021-04.2208494/1956231,10.25582/data.2021-04.2208494/1956231,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::57a9dc72a69cffd44a19788e966960c1,10.25582/data.2021-04.2208495/1957078,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208495/1957078,openaire,10.25582/data.2021-04.2208495/1957078,10.25582/data.2021-04.2208495/1957078,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5716f36ae5bdcdfae9dbeecc19e78354,10.25582/data.2021-04.2208501/1956100,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208501/1956100,openaire,10.25582/data.2021-04.2208501/1956100,10.25582/data.2021-04.2208501/1956100,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5683cc77ec76c6f497186f9bc505be6a,10.25582/data.2021-04.2208503/1956931,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208503/1956931,openaire,10.25582/data.2021-04.2208503/1956931,10.25582/data.2021-04.2208503/1956931,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::fd25d0dfb627147cc3c045e18850715e,10.25582/data.2021-04.2208504/1956298,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208504/1956298,openaire,10.25582/data.2021-04.2208504/1956298,10.25582/data.2021-04.2208504/1956298,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d4a775afcd998f6cc6dff8400f8d01d3,10.25582/data.2021-04.2208513/1956093,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208513/1956093,openaire,10.25582/data.2021-04.2208513/1956093,10.25582/data.2021-04.2208513/1956093,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a72301b5725ee8641b45e76c5a23fb66,10.25582/data.2021-04.2208518/1956708,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208518/1956708,openaire,10.25582/data.2021-04.2208518/1956708,10.25582/data.2021-04.2208518/1956708,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::62cd18d6691a5007acdaad8d08dbb6c3,10.25582/data.2021-04.2208531/1957037,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208531/1957037,openaire,10.25582/data.2021-04.2208531/1957037,10.25582/data.2021-04.2208531/1957037,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::75e31884060ed5df7c169c16178bf594,10.25582/data.2021-04.2208532/1957098,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208532/1957098,openaire,10.25582/data.2021-04.2208532/1957098,10.25582/data.2021-04.2208532/1957098,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::90bb365b45dc8d891c55fb31b86db29d,10.25582/data.2021-04.2208539/1956767,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208539/1956767,openaire,10.25582/data.2021-04.2208539/1956767,10.25582/data.2021-04.2208539/1956767,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::648b117913dc82c7edc1423cf888d3d8,10.25582/data.2021-04.2208540/1956225,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208540/1956225,openaire,10.25582/data.2021-04.2208540/1956225,10.25582/data.2021-04.2208540/1956225,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::583e479722ee381c2b8dfd56d85de416,10.25582/data.2021-04.2208544/1956818,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208544/1956818,openaire,10.25582/data.2021-04.2208544/1956818,10.25582/data.2021-04.2208544/1956818,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6a6a771d0ff7c2bd4e4851ed831da4c3,10.25582/data.2021-04.2208545/1956696,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208545/1956696,openaire,10.25582/data.2021-04.2208545/1956696,10.25582/data.2021-04.2208545/1956696,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::59d17f883d4414aea33b72eb9e743200,10.25582/data.2021-04.2208559/1956976,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208559/1956976,openaire,10.25582/data.2021-04.2208559/1956976,10.25582/data.2021-04.2208559/1956976,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::eaf26f24faee77887460e124343972f3,10.25582/data.2021-04.2208561/1956897,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208561/1956897,openaire,10.25582/data.2021-04.2208561/1956897,10.25582/data.2021-04.2208561/1956897,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8991d038f3dc120247b32aa5ed16229c,10.25582/data.2021-04.2208562/1957050,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208562/1957050,openaire,10.25582/data.2021-04.2208562/1957050,10.25582/data.2021-04.2208562/1957050,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b2f78f27d04efd7501ef47dd94488b9e,10.25582/data.2021-04.2208563/1956701,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208563/1956701,openaire,10.25582/data.2021-04.2208563/1956701,10.25582/data.2021-04.2208563/1956701,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::b04f0c5cd771fef298ca454bd3ba9d9c,10.25582/data.2021-04.2208574/1956367,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208574/1956367,openaire,10.25582/data.2021-04.2208574/1956367,10.25582/data.2021-04.2208574/1956367,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3a82b41a14f2c23b3a5ef096b9a6e0fa,10.25582/data.2021-04.2208575/1955894,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208575/1955894,openaire,10.25582/data.2021-04.2208575/1955894,10.25582/data.2021-04.2208575/1955894,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::44f735fde1f3cc6ae14edebb296bac79,10.25582/data.2021-04.2208576/1956414,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208576/1956414,openaire,10.25582/data.2021-04.2208576/1956414,10.25582/data.2021-04.2208576/1956414,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ebd3e3c2b46d7a1df057c050fbf0e63b,10.25582/data.2021-04.2208578/1956337,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208578/1956337,openaire,10.25582/data.2021-04.2208578/1956337,10.25582/data.2021-04.2208578/1956337,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f248f8e0fab4d5f61537422ef4ae0e40,10.25582/data.2021-04.2208581/1956834,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208581/1956834,openaire,10.25582/data.2021-04.2208581/1956834,10.25582/data.2021-04.2208581/1956834,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f006dd888f41433ab20bf1d106ba9ff4,10.25582/data.2021-04.2208582/1956623,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208582/1956623,openaire,10.25582/data.2021-04.2208582/1956623,10.25582/data.2021-04.2208582/1956623,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::852b56e2adbe8c220c4f776084597f7e,10.25582/data.2021-04.2208584/1956163,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208584/1956163,openaire,10.25582/data.2021-04.2208584/1956163,10.25582/data.2021-04.2208584/1956163,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ee5d6b34945a1d8b48d4ea3446d91520,10.25582/data.2021-04.2208586/1956471,9,,Vetrovsky,"Vetrovsky, Tomas",,doi:10.25582/data.2021-04.2208586/1956471,openaire,10.25582/data.2021-04.2208586/1956471,10.25582/data.2021-04.2208586/1956471,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_dedup___::006945dc02c89e85bc6e39e0b8cc36c2,10.25582/data.2021-04.2208588/1957182,9,,Vetrovsky,"Vetrovsky, Tomas",,"doi:10.25582/data.2021-04.2205352/1957168, doi:10.25582/data.2021-04.2206165/1956991, doi:10.25582/data.2021-04.2206195/1956536, doi:10.25582/data.2021-04.2206197/1956185, doi:10.25582/data.2021-04.2206220/1956632, doi:10.25582/data.2021-04.2206221/1956808, doi:10.25582/data.2021-04.2206229/1956869, doi:10.25582/data.2021-04.2206230/1956551, doi:10.25582/data.2021-04.2206250/1956235, doi:10.25582/data.2021-04.2206272/1956344, doi:10.25582/data.2021-04.2206273/1956314, doi:10.25582/data.2021-04.2206303/1956161, doi:10.25582/data.2021-04.2206334/1956643, doi:10.25582/data.2021-04.2206336/1956888, doi:10.25582/data.2021-04.2206346/1957035, doi:10.25582/data.2021-04.2206347/1956697, doi:10.25582/data.2021-04.2206403/1956037, doi:10.25582/data.2021-04.2206407/1956510, doi:10.25582/data.2021-04.2206425/1956611, doi:10.25582/data.2021-04.2206449/1956620, doi:10.25582/data.2021-04.2206453/1956907, doi:10.25582/data.2021-04.2206454/1956255, doi:10.25582/data.2021-04.2206581/1956469, doi:10.25582/data.2021-04.2206583/1956441, doi:10.25582/data.2021-04.2206597/1956677, doi:10.25582/data.2021-04.2206633/1956868, doi:10.25582/data.2021-04.2206634/1957117, doi:10.25582/data.2021-04.2206638/1956982, doi:10.25582/data.2021-04.2206682/1956624, doi:10.25582/data.2021-04.2206690/1956568, doi:10.25582/data.2021-04.2206695/1956872, doi:10.25582/data.2021-04.2206871/1956340, doi:10.25582/data.2021-04.2206872/1956836, doi:10.25582/data.2021-04.2206881/1956211, doi:10.25582/data.2021-04.2206884/1956038, doi:10.25582/data.2021-04.2206891/1956844, doi:10.25582/data.2021-04.2206906/1956867, doi:10.25582/data.2021-04.2206922/1956558, doi:10.25582/data.2021-04.2206931/1956467, doi:10.25582/data.2021-04.2206936/1956179, doi:10.25582/data.2021-04.2206937/1956979, doi:10.25582/data.2021-04.2206946/1956786, doi:10.25582/data.2021-04.2206958/1956739, doi:10.25582/data.2021-04.2206960/1956388, doi:10.25582/data.2021-04.2206961/1956687, doi:10.25582/data.2021-04.2206966/1956667, doi:10.25582/data.2021-04.2206969/1956621, doi:10.25582/data.2021-04.2206974/1956664, doi:10.25582/data.2021-04.2206976/1956119, doi:10.25582/data.2021-04.2206980/1956633, doi:10.25582/data.2021-04.2206992/1957040, doi:10.25582/data.2021-04.2206996/1956690, doi:10.25582/data.2021-04.2207004/1956529, doi:10.25582/data.2021-04.2207005/1956876, doi:10.25582/data.2021-04.2207007/1956382, doi:10.25582/data.2021-04.2207010/1956909, doi:10.25582/data.2021-04.2207012/1957066, doi:10.25582/data.2021-04.2207015/1956772, doi:10.25582/data.2021-04.2207016/1956407, doi:10.25582/data.2021-04.2207025/1957055, doi:10.25582/data.2021-04.2207027/1956584, doi:10.25582/data.2021-04.2207036/1955875, doi:10.25582/data.2021-04.2207059/1957134, doi:10.25582/data.2021-04.2207062/1956724, doi:10.25582/data.2021-04.2207085/1957015, doi:10.25582/data.2021-04.2207086/1957142, doi:10.25582/data.2021-04.2207088/1957083, doi:10.25582/data.2021-04.2207091/1956702, doi:10.25582/data.2021-04.2207092/1956665, doi:10.25582/data.2021-04.2207099/1956675, doi:10.25582/data.2021-04.2207100/1956033, doi:10.25582/data.2021-04.2207110/1956066, doi:10.25582/data.2021-04.2207122/1956373, doi:10.25582/data.2021-04.2207128/1956928, doi:10.25582/data.2021-04.2207133/1956342, doi:10.25582/data.2021-04.2207135/1956971, doi:10.25582/data.2021-04.2207149/1956925, doi:10.25582/data.2021-04.2207151/1956975, doi:10.25582/data.2021-04.2207155/1957075, doi:10.25582/data.2021-04.2207156/1956599, doi:10.25582/data.2021-04.2207171/1956071, doi:10.25582/data.2021-04.2207182/1957146, doi:10.25582/data.2021-04.2207184/1956282, doi:10.25582/data.2021-04.2207185/1956659, doi:10.25582/data.2021-04.2207198/1956375, doi:10.25582/data.2021-04.2207200/1956926, doi:10.25582/data.2021-04.2207205/1957156, doi:10.25582/data.2021-04.2207206/1957119, doi:10.25582/data.2021-04.2207209/1956476, doi:10.25582/data.2021-04.2207223/1956517, doi:10.25582/data.2021-04.2207237/1956770, doi:10.25582/data.2021-04.2207238/1956329, doi:10.25582/data.2021-04.2207240/1956132, doi:10.25582/data.2021-04.2207258/1956442, doi:10.25582/data.2021-04.2207261/1956580, doi:10.25582/data.2021-04.2207265/1955879, doi:10.25582/data.2021-04.2207274/1956649, doi:10.25582/data.2021-04.2207278/1956937, doi:10.25582/data.2021-04.2207286/1957125, doi:10.25582/data.2021-04.2207301/1956312, doi:10.25582/data.2021-04.2207302/1957178, doi:10.25582/data.2021-04.2207304/1956999, doi:10.25582/data.2021-04.2207305/1956799, doi:10.25582/data.2021-04.2207311/1956892, doi:10.25582/data.2021-04.2207315/1956823, doi:10.25582/data.2021-04.2207326/1956053, doi:10.25582/data.2021-04.2207351/1956251, doi:10.25582/data.2021-04.2207361/1956577, doi:10.25582/data.2021-04.2207369/1956173, doi:10.25582/data.2021-04.2207385/1956304, doi:10.25582/data.2021-04.2207391/1957087, doi:10.25582/data.2021-04.2207398/1956277, doi:10.25582/data.2021-04.2207399/1956065, doi:10.25582/data.2021-04.2207406/1956273, doi:10.25582/data.2021-04.2207407/1956974, doi:10.25582/data.2021-04.2207408/1956320, doi:10.25582/data.2021-04.2207412/1956662, doi:10.25582/data.2021-04.2207413/1957052, doi:10.25582/data.2021-04.2207422/1956607, doi:10.25582/data.2021-04.2207435/1956121, doi:10.25582/data.2021-04.2207440/1956054, doi:10.25582/data.2021-04.2207451/1957088, doi:10.25582/data.2021-04.2207455/1956878, doi:10.25582/data.2021-04.2207461/1956389, doi:10.25582/data.2021-04.2207462/1956774, doi:10.25582/data.2021-04.2207470/1956535, doi:10.25582/data.2021-04.2207485/1956732, doi:10.25582/data.2021-04.2207494/1956862, doi:10.25582/data.2021-04.2207498/1956778, doi:10.25582/data.2021-04.2207508/1956384, doi:10.25582/data.2021-04.2207516/1956896, doi:10.25582/data.2021-04.2207523/1956634, doi:10.25582/data.2021-04.2207524/1956800, doi:10.25582/data.2021-04.2207525/1956394, doi:10.25582/data.2021-04.2207539/1957033, doi:10.25582/data.2021-04.2207554/1956586, doi:10.25582/data.2021-04.2207558/1956613, doi:10.25582/data.2021-04.2207565/1956056, doi:10.25582/data.2021-04.2207575/1956266, doi:10.25582/data.2021-04.2207579/1956760, doi:10.25582/data.2021-04.2207582/1956684, doi:10.25582/data.2021-04.2207638/1957000, doi:10.25582/data.2021-04.2207674/1956112, doi:10.25582/data.2021-04.2207693/1956729, doi:10.25582/data.2021-04.2207699/1956494, doi:10.25582/data.2021-04.2207713/1956508, doi:10.25582/data.2021-04.2207723/1957111, doi:10.25582/data.2021-04.2207728/1956534, doi:10.25582/data.2021-04.2207737/1956915, doi:10.25582/data.2021-04.2207773/1956639, doi:10.25582/data.2021-04.2207776/1956576, doi:10.25582/data.2021-04.2207786/1957090, doi:10.25582/data.2021-04.2207792/1956286, doi:10.25582/data.2021-04.2207802/1956444, doi:10.25582/data.2021-04.2207803/1956129, doi:10.25582/data.2021-04.2207864/1956756, doi:10.25582/data.2021-04.2207884/1956996, doi:10.25582/data.2021-04.2207903/1955872, doi:10.25582/data.2021-04.2207926/1956820, doi:10.25582/data.2021-04.2207928/1956674, doi:10.25582/data.2021-04.2207929/1956215, doi:10.25582/data.2021-04.2207933/1956575, doi:10.25582/data.2021-04.2207935/1956988, doi:10.25582/data.2021-04.2207957/1956848, doi:10.25582/data.2021-04.2207959/1956887, doi:10.25582/data.2021-04.2207965/1956605, doi:10.25582/data.2021-04.2207966/1957057, doi:10.25582/data.2021-04.2207970/1956084, doi:10.25582/data.2021-04.2207977/1956747, doi:10.25582/data.2021-04.2207981/1956714, doi:10.25582/data.2021-04.2207984/1956609, doi:10.25582/data.2021-04.2207993/1956525, doi:10.25582/data.2021-04.2208012/1957155, doi:10.25582/data.2021-04.2208048/1956401, doi:10.25582/data.2021-04.2208049/1956710, doi:10.25582/data.2021-04.2208050/1956206, doi:10.25582/data.2021-04.2208060/1956881, doi:10.25582/data.2021-04.2208067/1956461, doi:10.25582/data.2021-04.2208072/1956806, doi:10.25582/data.2021-04.2208074/1955880, doi:10.25582/data.2021-04.2208081/1957109, doi:10.25582/data.2021-04.2208084/1956718, doi:10.25582/data.2021-04.2208085/1956502, doi:10.25582/data.2021-04.2208104/1956924, doi:10.25582/data.2021-04.2208106/1956798, doi:10.25582/data.2021-04.2208174/1956143, doi:10.25582/data.2021-04.2208249/1956759, doi:10.25582/data.2021-04.2208369/1956567, doi:10.25582/data.2021-04.2208376/1956107, doi:10.25582/data.2021-04.2208438/1956768, doi:10.25582/data.2021-04.2208456/1956323, doi:10.25582/data.2021-04.2208470/1957014, doi:10.25582/data.2021-04.2208473/1956784, doi:10.25582/data.2021-04.2208493/1956864, doi:10.25582/data.2021-04.2208512/1956256, doi:10.25582/data.2021-04.2208543/1956109, doi:10.25582/data.2021-04.2208560/1957017, doi:10.25582/data.2021-04.2208577/1956992, doi:10.25582/data.2021-04.2208580/1956492, doi:10.25582/data.2021-04.2208588/1957182",openaire,10.25582/data.2021-04.2208588/1957182,10.25582/data.2021-04.2208588/1957182,no_cz_ror_match_in_datacite
